timestamp_transaction,transaction_amount,revenue,timestamp_on_account_balance,account_number,account_balance,branch_name,branch_location,foot_traffic,account_type,account_count,loan_type,loan_amount,timestamp_on_satisfaction_rating,satisfaction_rating,investment_product,return_on_investment,location_customer,customer_count,timestamp_ATM_transaction,ATM_location,transaction_count,Timestamp_on_ATM_transaction,metric_compliance_security_metric,metric_value
3/6/2019,"$8,982.52 ","$4,332.26 ",1/5/2019,5.04838E+15,"$39,042.77 ",593 New Castle Junction,American,1144,,99,,"$997,139.57 ",10/14/2022,44.84.18.144,n/a,"$66,411.14 ",992 Marquette Point,34,9/11/2021,Londonderry,52,5/30/2022,233.127.125.116,40.92.13.126
10/23/2018,"$1,563.13 ","$8,289.11 ",5/13/2021,5.04838E+15,"$77,363.99 ",9549 John Wall Crossing,Ramsey,542,,6,,"$783,901.34 ",9/6/2020,242.12.218.52,Basic Industries,"$70,232.65 ",7 Buena Vista Hill,14,8/15/2020,Almo,58,6/26/2019,157.158.181.144,129.226.209.1
8/27/2018,"$4,325.01 ","$2,880.30 ",9/30/2021,5.04838E+15,"$25,930.03 ",422 Oak Valley Way,3rd,1653,,27,,"$858,593.10 ",6/20/2020,181.138.146.227,Technology,"$22,236.43 ",31057 Meadow Valley Alley,64,2/7/2022,Meadow Vale,86,6/7/2020,92.92.255.127,138.250.220.184
3/25/2017,"$9,006.44 ","$7,266.09 ",9/23/2020,5.04838E+15,"$5,801.86 ",1 Oak Place,Acker,423,,30,,"$848,371.28 ",2/6/2020,223.144.106.66,Consumer Services,"$61,200.78 ",2463 Hoard Road,20,10/24/2018,Upham,69,10/5/2018,126.180.121.134,192.109.66.8
12/16/2017,"$1,403.22 ","$2,029.98 ",4/10/2018,5.10876E+15,"$50,214.67 ",39332 Bultman Parkway,Basil,1519,,36,,"$944,994.61 ",10/4/2021,139.124.55.57,Consumer Services,"$75,753.07 ",64203 Del Mar Park,22,2/17/2016,Village,83,8/22/2018,13.15.38.79,5.176.175.9
8/16/2020,"$8,143.83 ","$3,230.66 ",1/16/2022,5.10875E+15,"$31,915.52 ",76 Hagan Park,Park Meadow,98,,15,,"$848,157.44 ",11/28/2021,40.78.52.91,Finance,"$93,096.10 ",95226 Hallows Drive,94,5/15/2017,Anhalt,19,11/8/2022,105.85.201.69,177.72.198.192
6/9/2022,"$8,277.75 ","$3,198.56 ",7/1/2021,5.10876E+15,"$86,393.10 ",6 Green Ridge Parkway,Nobel,967,,91,,"$659,881.21 ",2/16/2018,140.94.138.198,n/a,"$41,220.65 ",939 Fremont Plaza,51,12/4/2022,Schiller,61,9/24/2020,187.202.19.129,196.25.59.204
3/30/2019,"$1,839.25 ","$6,826.82 ",5/3/2020,5.10876E+15,"$20,683.20 ",7 Fieldstone Road,Dottie,310,,45,,"$510,201.11 ",9/25/2018,119.4.228.187,Transportation,"$51,974.02 ",1 Riverside Lane,1,9/23/2017,Farragut,24,10/21/2019,68.209.45.197,29.167.94.81
9/27/2018,$747.57 ,"$3,346.62 ",5/23/2022,5.04837E+15,"$76,277.26 ",8 Delladonna Junction,Loeprich,60,,72,,"$497,585.82 ",5/24/2019,105.96.97.242,Technology,"$71,898.08 ",8134 Badeau Alley,96,10/30/2018,Linden,73,4/19/2020,19.69.176.63,224.230.135.34
3/15/2019,"$4,417.00 ","$5,991.49 ",7/10/2018,5.04838E+15,"$35,762.23 ",602 Packers Circle,Saint Paul,698,,81,,"$159,075.45 ",7/24/2021,57.155.172.129,Technology,"$97,170.50 ",8807 Riverside Parkway,11,4/2/2019,Bunker Hill,78,8/19/2019,0.170.80.249,179.150.146.74
4/27/2019,"$2,339.35 ","$6,899.76 ",1/12/2019,5.04838E+15,"$81,537.11 ",3 Dorton Place,Alpine,407,,15,,"$958,145.57 ",6/14/2019,113.198.8.195,n/a,"$99,942.45 ",1819 Mallory Place,78,4/15/2016,Springs,49,1/30/2018,231.132.235.95,50.27.212.129
4/30/2019,"$3,853.50 ",$39.95 ,12/14/2019,5.04837E+15,"$23,060.93 ",66049 Mendota Alley,Eggendart,1647,,89,,"$630,552.72 ",10/3/2022,206.22.118.210,n/a,"$71,831.99 ",3270 Express Point,28,12/21/2020,Darwin,65,5/3/2022,92.72.10.133,190.196.115.181
11/27/2022,"$8,091.97 ","$8,246.95 ",1/3/2020,5.04838E+15,"$53,814.74 ",5 Green Ridge Junction,Hoard,1322,,76,,"$631,334.19 ",12/15/2021,158.95.240.222,Health Care,"$68,509.15 ",739 Ruskin Alley,42,10/5/2020,Anzinger,70,2/1/2022,55.64.29.128,3.175.127.151
10/4/2021,"$5,039.46 ","$8,064.69 ",2/19/2020,5.10875E+15,"$96,312.19 ",22 Hagan Pass,Anzinger,673,,84,,"$554,846.14 ",11/22/2019,17.46.149.78,Finance,"$88,918.80 ",29840 Katie Lane,88,8/30/2022,Derek,95,4/26/2022,199.196.125.156,254.146.82.57
5/10/2020,"$9,466.45 ","$4,682.59 ",9/4/2018,5.10876E+15,"$63,567.26 ",313 Talisman Place,Melody,1491,,18,,"$352,462.79 ",8/5/2022,101.2.171.160,n/a,"$80,360.48 ",42621 Coleman Pass,11,1/26/2018,Calypso,8,1/18/2022,142.208.160.174,144.87.207.44
12/18/2018,"$2,647.55 ","$9,737.59 ",12/3/2020,5.10876E+15,"$14,097.85 ",54532 Sutherland Crossing,Towne,499,,10,,"$296,421.22 ",3/30/2018,9.41.180.230,Consumer Services,"$55,093.90 ",6 Commercial Pass,23,12/31/2019,Pond,74,5/7/2019,157.38.32.249,19.19.239.238
11/10/2017,"$4,710.59 ","$6,028.71 ",5/24/2020,5.04838E+15,"$43,109.83 ",68 Transport Lane,David,72,,36,,"$622,786.03 ",7/10/2018,105.13.73.173,Energy,"$96,158.32 ",05409 Summit Way,35,2/2/2016,Longview,62,7/4/2020,111.22.33.77,109.176.95.184
8/7/2017,"$6,972.17 ","$9,563.15 ",3/28/2022,5.10876E+15,"$22,787.51 ",6439 Red Cloud Alley,Oak Valley,294,,51,,"$649,058.14 ",5/4/2020,10.177.187.69,Finance,"$23,059.76 ",7 Surrey Avenue,38,6/10/2020,Milwaukee,16,2/25/2018,50.156.157.215,159.109.39.43
8/28/2022,$100.90 ,"$6,731.79 ",6/8/2018,5.10875E+15,"$95,679.26 ",2 Corscot Place,Trailsway,1685,,12,,"$659,653.75 ",5/17/2022,242.83.216.117,n/a,"$12,945.25 ",822 Northfield Plaza,99,5/1/2016,Cardinal,92,12/5/2021,244.180.199.106,71.123.5.50
10/26/2019,"$3,218.07 ",$888.00 ,6/7/2018,5.10875E+15,"$13,393.04 ",0641 Canary Crossing,Elka,584,,59,,"$916,937.24 ",7/24/2021,159.175.71.15,Capital Goods,"$87,137.48 ",75082 Michigan Parkway,60,3/8/2016,Nova,31,3/19/2021,58.86.238.219,161.59.83.72
10/13/2021,$444.66 ,"$3,262.15 ",3/27/2022,5.04837E+15,"$43,124.68 ",98 Burrows Parkway,Scoville,1720,,3,,"$990,011.41 ",12/10/2021,41.155.188.118,Technology,"$87,247.92 ",30 Glendale Alley,75,7/29/2017,Division,73,2/15/2021,4.251.203.77,39.208.134.243
5/12/2021,"$1,027.84 ","$6,324.46 ",4/25/2018,5.10876E+15,"$57,410.92 ",71899 Mesta Lane,Di Loreto,712,,27,,"$555,302.39 ",10/1/2018,19.255.249.0,n/a,"$87,914.83 ",86 Sloan Point,66,5/27/2019,Erie,62,3/23/2019,221.175.164.48,48.237.188.238
2/21/2017,"$6,732.38 ","$8,894.50 ",5/10/2020,5.10876E+15,"$75,180.77 ",6020 Darwin Court,Myrtle,1593,,43,,"$839,558.71 ",7/25/2022,128.235.236.102,Public Utilities,"$34,226.19 ",08881 Reindahl Drive,90,1/25/2016,Jackson,83,1/17/2022,217.205.227.227,165.240.40.253
10/20/2018,"$8,456.22 ","$4,767.49 ",3/12/2019,5.04837E+15,"$41,639.34 ",4 Hauk Court,Lerdahl,220,,88,,"$872,007.46 ",10/8/2018,170.58.177.253,Basic Industries,"$1,387.08 ",7 Heffernan Trail,64,9/23/2017,Goodland,23,7/11/2021,19.33.135.136,226.86.55.227
2/14/2017,"$9,428.00 ","$9,726.65 ",12/4/2019,5.04837E+15,"$60,036.66 ",58 Oakridge Pass,Prairieview,1710,,10,,"$178,895.87 ",7/22/2021,101.0.98.196,Finance,"$82,570.79 ",1455 Thompson Trail,10,7/29/2019,Pepper Wood,96,5/21/2022,139.136.109.42,92.41.89.186
2/6/2019,"$5,694.00 ","$1,898.65 ",10/17/2019,5.10875E+15,"$45,647.96 ",23 Wayridge Way,Michigan,82,,95,,"$877,514.49 ",7/20/2021,137.246.219.220,Technology,"$3,017.18 ",05 Elka Parkway,55,5/29/2021,Susan,57,3/20/2020,136.174.232.175,29.68.83.11
6/5/2022,"$7,437.05 ","$9,882.59 ",2/17/2018,5.04838E+15,"$76,105.13 ",714 Spenser Alley,Linden,939,,33,,"$634,617.60 ",1/16/2021,135.188.38.42,Consumer Non-Durables,"$83,891.43 ",1 Fremont Street,91,9/4/2017,Annamark,13,6/2/2019,39.179.97.167,193.209.97.46
4/23/2020,"$1,293.22 ","$2,308.03 ",3/28/2019,5.10876E+15,"$27,691.97 ",6742 Anderson Alley,Comanche,850,,59,,"$389,928.75 ",9/12/2018,182.118.42.145,n/a,"$57,921.03 ",85 Anderson Terrace,20,12/4/2020,4th,100,7/22/2021,157.204.49.249,118.56.25.8
5/27/2020,"$4,429.60 ",$772.13 ,7/11/2021,5.10876E+15,"$34,351.06 ",19 Magdeline Alley,Northport,25,,89,,"$621,340.15 ",9/10/2018,212.107.102.103,n/a,"$13,964.48 ",56094 Eagan Parkway,7,9/6/2016,Fair Oaks,97,8/14/2021,126.144.190.193,70.40.200.152
7/10/2017,"$8,709.70 ","$8,249.46 ",7/31/2022,5.10876E+15,"$53,486.33 ",8552 Burning Wood Park,Summer Ridge,1966,,6,,"$929,226.53 ",6/29/2019,109.227.182.105,Health Care,"$58,521.14 ",5 Lukken Circle,78,6/13/2022,Loeprich,72,12/7/2019,195.24.188.54,64.160.85.129
8/20/2021,"$9,524.01 ","$4,500.08 ",5/10/2022,5.04837E+15,"$33,913.72 ",387 Kedzie Road,Melby,1326,,17,,"$574,423.74 ",3/18/2019,56.238.47.106,Health Care,"$23,529.18 ",10204 Katie Plaza,17,12/25/2019,Westport,87,6/3/2019,40.78.137.92,1.102.81.222
4/6/2018,"$4,266.89 ","$8,676.51 ",11/21/2018,5.04838E+15,"$81,840.79 ",1 Northridge Plaza,Northview,1927,,45,,"$334,413.03 ",9/4/2020,36.185.159.215,Public Utilities,"$39,948.82 ",3825 Lukken Way,22,11/20/2019,Forster,60,8/27/2021,94.3.217.39,176.132.56.215
6/11/2019,"$4,556.64 ","$4,617.47 ",2/19/2022,5.10875E+15,"$65,610.33 ",77 Hermina Drive,Sunfield,1447,,56,,"$715,461.51 ",4/10/2022,38.21.114.209,Basic Industries,"$32,914.46 ",1 Tennessee Hill,27,3/10/2018,Cardinal,95,11/24/2018,93.130.129.250,22.31.34.196
6/10/2017,"$1,536.62 ","$6,744.65 ",1/21/2020,5.04838E+15,"$90,796.74 ",09776 Ludington Alley,Cody,985,,74,,"$779,892.00 ",6/8/2018,74.98.30.43,n/a,"$82,329.69 ",2 School Crossing,58,3/13/2017,1st,91,4/23/2022,250.90.28.62,162.119.59.34
10/25/2018,"$9,996.93 ","$9,908.46 ",9/5/2018,5.04838E+15,"$74,955.01 ",02 Northview Drive,Hanson,407,,26,,"$513,665.11 ",12/18/2021,76.71.107.244,Finance,"$90,894.30 ",9318 Hoepker Circle,75,6/25/2016,Dunning,24,12/11/2018,87.12.79.130,83.149.54.182
1/31/2017,"$5,952.10 ","$3,060.39 ",1/21/2021,5.10876E+15,"$99,026.76 ",223 Miller Park,Scoville,1559,,44,,"$517,645.35 ",2/4/2018,200.213.54.164,Energy,"$44,705.66 ",86 Nelson Avenue,75,3/12/2019,4th,1,3/28/2018,100.105.50.94,107.118.73.50
9/2/2020,"$9,326.70 ","$9,239.56 ",8/19/2022,5.10876E+15,"$38,931.41 ",71379 American Ash Avenue,Kim,1065,,94,,"$902,513.12 ",10/6/2019,126.199.87.66,n/a,"$12,896.94 ",05 Roxbury Park,70,6/4/2021,Morningstar,60,6/17/2021,130.109.164.78,128.214.24.153
12/7/2021,"$7,896.12 ","$5,355.44 ",2/23/2019,5.10876E+15,"$89,956.72 ",52 Oak Valley Road,Saint Paul,1779,,2,,"$745,027.50 ",11/8/2018,138.23.174.136,Consumer Services,"$24,878.36 ",1 Rusk Trail,32,2/19/2018,Saint Paul,36,1/28/2021,121.237.220.216,235.40.150.236
8/4/2017,"$2,893.07 ",$406.81 ,6/18/2019,5.04838E+15,"$67,053.30 ",1 American Point,Transport,1264,,78,,"$913,537.13 ",7/25/2020,177.72.42.43,Public Utilities,"$34,931.93 ",9 Dawn Center,39,12/6/2020,Mesta,72,11/14/2018,230.127.19.32,171.79.56.249
11/24/2017,"$7,899.83 ","$6,943.27 ",1/12/2022,5.04837E+15,"$52,412.66 ",32 Di Loreto Hill,Shopko,1326,,26,,"$878,859.87 ",11/12/2022,130.54.249.40,n/a,"$5,197.93 ",3 Dryden Court,66,4/18/2019,Sheridan,50,10/8/2018,240.144.95.50,160.4.46.181
12/24/2019,"$4,855.88 ","$1,258.24 ",9/19/2019,5.04838E+15,"$65,468.32 ",355 Leroy Circle,Nelson,1176,,5,,"$779,081.12 ",1/10/2018,158.102.13.165,Finance,"$37,792.69 ",356 Bay Court,54,5/17/2019,Tennyson,71,9/6/2019,137.155.112.140,90.115.189.128
12/17/2020,"$3,048.63 ","$9,631.84 ",3/6/2018,5.10876E+15,"$54,948.73 ",79 Meadow Vale Street,Carberry,630,,59,,"$607,929.04 ",2/20/2019,245.199.42.212,Health Care,"$1,287.66 ",77147 Hazelcrest Avenue,96,12/16/2022,Grayhawk,38,9/9/2021,227.243.177.86,168.108.247.194
2/2/2021,"$7,346.39 ","$7,796.99 ",2/5/2022,5.10875E+15,"$77,491.71 ",6 Killdeer Street,Forest Dale,722,,40,,"$735,826.34 ",6/27/2018,138.193.194.26,Finance,"$76,221.86 ",5 Arrowood Avenue,20,1/3/2021,Onsgard,47,10/25/2019,17.199.167.231,244.212.20.76
3/10/2022,"$4,731.72 ","$5,508.49 ",1/21/2021,5.10876E+15,"$15,296.56 ",88061 Kings Court,Esch,695,,39,,"$743,511.06 ",3/22/2022,3.21.41.105,Consumer Services,"$1,626.65 ",64 Kennedy Lane,27,1/4/2018,Algoma,12,8/30/2021,140.117.163.109,161.140.173.69
2/21/2021,"$4,318.10 ","$9,653.61 ",9/16/2022,5.10876E+15,"$89,293.23 ",3 Acker Plaza,Elgar,663,,69,,"$894,239.99 ",12/7/2022,85.235.26.18,Technology,"$56,120.27 ",9316 Lunder Pass,40,10/8/2021,Eastlawn,31,5/27/2019,155.185.94.73,216.255.174.208
10/17/2020,"$2,943.74 ","$2,532.70 ",6/19/2019,5.04837E+15,"$79,677.93 ",10 Everett Plaza,Michigan,809,,69,,"$444,824.81 ",6/8/2022,104.73.155.101,Health Care,"$63,229.32 ",04 Havey Trail,21,11/4/2018,Golden Leaf,2,4/7/2020,69.77.219.194,113.198.148.235
3/13/2019,"$2,375.63 ","$4,776.68 ",3/3/2019,5.04838E+15,"$74,757.66 ",339 Blaine Pass,Burning Wood,1231,,91,,"$609,655.50 ",12/17/2021,109.48.122.86,Miscellaneous,"$83,350.61 ",491 Merchant Point,80,11/25/2022,Main,50,3/21/2021,227.174.153.64,179.206.209.70
1/3/2019,"$1,315.37 ","$1,425.16 ",10/9/2020,5.04837E+15,"$43,921.79 ",1 Reindahl Junction,Vernon,1696,,18,,"$723,756.16 ",7/29/2021,217.98.111.122,Health Care,"$61,038.55 ",593 Canary Center,17,7/9/2020,Dorton,50,10/9/2020,196.209.145.239,14.177.131.197
2/28/2017,"$1,466.90 ","$1,665.05 ",6/23/2019,5.10875E+15,"$48,571.25 ",4829 Longview Alley,Sherman,92,,38,,"$492,789.26 ",11/5/2021,253.32.226.34,Consumer Non-Durables,"$52,296.19 ",2615 Oriole Point,89,8/21/2019,Mesta,35,8/15/2021,160.11.46.236,247.140.63.95
8/21/2019,"$6,713.96 ","$8,050.55 ",11/24/2020,5.10875E+15,"$94,970.93 ",505 Cordelia Plaza,Manley,569,,96,,"$438,457.64 ",10/5/2022,214.183.65.221,n/a,"$14,595.02 ",6 Sundown Road,76,12/29/2021,Dawn,90,10/3/2019,202.86.113.84,172.145.8.91
11/28/2017,"$8,852.44 ","$4,503.62 ",6/17/2021,5.10876E+15,"$19,329.23 ",83 Continental Street,Swallow,1377,,32,,"$698,616.71 ",3/21/2022,247.219.31.145,Health Care,"$27,676.82 ",93 Sunfield Trail,49,5/6/2020,Harper,2,12/9/2018,131.44.42.160,183.65.195.55
8/6/2020,"$4,192.06 ","$6,871.48 ",12/5/2018,5.04837E+15,"$80,590.79 ",16392 Hallows Terrace,Onsgard,635,,33,,"$248,939.92 ",1/27/2018,9.15.151.252,n/a,"$62,783.82 ",53 Northfield Avenue,82,12/4/2022,Clemons,53,5/17/2020,92.158.241.50,23.164.237.12
12/10/2017,"$9,465.02 ","$7,168.09 ",7/5/2022,5.04838E+15,"$57,113.92 ",2 Monica Terrace,Jana,286,,66,,"$819,093.75 ",6/5/2021,239.180.22.53,Finance,"$5,917.02 ",981 Claremont Court,37,8/24/2016,Logan,22,4/21/2021,161.119.146.192,93.19.99.200
2/3/2018,"$2,210.57 ","$6,039.71 ",2/28/2020,5.04837E+15,"$94,034.45 ",5 Ohio Junction,Anhalt,1281,,80,,"$525,915.53 ",11/5/2019,1.121.138.107,n/a,"$50,832.42 ",99466 Schlimgen Circle,10,8/12/2022,Dayton,55,12/10/2022,243.223.98.139,78.62.166.151
8/12/2019,"$4,070.04 ","$5,972.09 ",2/6/2019,5.10876E+15,"$50,192.04 ",8 Amoth Park,Miller,226,,25,,"$558,806.13 ",1/18/2019,4.178.205.89,n/a,"$67,634.18 ",36090 Homewood Street,20,3/5/2018,Union,3,10/12/2018,229.175.84.113,65.220.95.172
5/29/2021,$584.53 ,"$2,042.14 ",1/6/2021,5.10875E+15,"$50,092.27 ",92025 Leroy Street,Hudson,1616,,83,,"$474,436.39 ",1/5/2019,43.32.69.231,n/a,"$68,684.73 ",70 Anniversary Park,13,7/22/2018,Morningstar,38,12/15/2021,240.127.97.26,94.134.182.194
6/28/2021,"$7,415.54 ","$6,434.94 ",11/5/2018,5.04837E+15,"$62,126.55 ",7153 Nancy Way,Lakewood,1818,,26,,"$409,754.98 ",4/18/2019,149.111.215.105,Miscellaneous,"$5,924.32 ",1765 Ridge Oak Circle,37,9/10/2016,Reinke,36,7/28/2022,62.36.227.21,99.69.217.52
3/1/2021,"$9,126.79 ","$5,840.92 ",2/7/2022,5.04838E+15,"$56,283.80 ",359 Sherman Junction,Warrior,129,,93,,"$624,975.49 ",10/8/2021,160.148.181.45,Capital Goods,"$93,141.23 ",53974 Melvin Way,97,11/12/2016,Vernon,98,5/26/2020,120.228.170.132,11.111.112.143
10/4/2017,"$9,158.95 ","$6,754.72 ",3/10/2022,5.04838E+15,"$38,752.00 ",011 Brown Terrace,Bartillon,587,,69,,"$226,875.72 ",6/27/2020,148.169.177.74,Energy,"$89,422.13 ",590 Crownhardt Road,97,5/6/2018,Del Mar,84,11/26/2022,238.162.232.16,62.32.193.109
2/1/2020,"$8,226.01 ","$9,791.55 ",6/24/2018,5.10875E+15,"$98,729.70 ",805 Hoffman Parkway,Veith,1795,,79,,"$507,808.38 ",6/15/2020,28.134.203.76,Consumer Services,"$76,714.71 ",542 Iowa Circle,9,2/16/2016,Manley,32,3/15/2021,7.48.26.109,46.239.166.191
7/10/2021,"$5,216.04 ","$1,111.05 ",10/22/2022,5.10876E+15,"$94,109.82 ",054 Redwing Court,Coolidge,974,,25,,"$544,351.41 ",4/13/2018,19.233.197.244,Consumer Services,"$53,631.44 ",00034 Ridgeview Avenue,63,11/6/2022,Michigan,72,12/10/2018,243.114.66.96,155.220.242.251
9/15/2017,$848.30 ,"$7,091.72 ",6/19/2019,5.10876E+15,"$72,157.05 ",8967 Bartelt Court,Main,1475,,32,,"$453,152.42 ",8/29/2021,254.76.237.109,n/a,"$3,360.91 ",20660 Porter Terrace,11,7/19/2022,Green,72,9/8/2019,249.244.34.231,119.80.82.8
11/29/2022,"$5,122.66 ","$2,610.07 ",7/4/2020,5.10875E+15,"$25,840.16 ",025 Springview Center,Schmedeman,1782,,41,,"$980,546.87 ",4/19/2021,187.91.55.52,Consumer Services,"$50,984.09 ",689 Anthes Way,92,3/4/2022,Vidon,74,10/17/2021,200.241.206.241,100.97.74.187
8/21/2019,"$9,511.58 ","$1,400.18 ",6/12/2020,5.04838E+15,"$2,928.71 ",5997 Aberg Avenue,Dixon,11,,90,,"$404,673.55 ",2/28/2020,158.227.37.153,Consumer Services,"$97,639.96 ",49579 Warrior Point,17,8/5/2020,Alpine,18,12/18/2018,212.170.157.116,104.215.64.183
5/19/2021,"$9,959.31 ","$5,953.27 ",10/18/2018,5.10875E+15,"$27,223.26 ",63642 Autumn Leaf Point,Fuller,1635,,64,,"$113,938.00 ",11/14/2018,228.112.52.171,Capital Goods,"$47,598.47 ",496 Ridgeview Street,9,3/1/2021,Di Loreto,27,5/27/2022,105.194.236.159,129.51.82.205
2/20/2020,"$3,446.13 ","$5,323.98 ",9/16/2020,5.10876E+15,"$29,329.18 ",4 Longview Center,Mcguire,1737,,6,,"$903,833.40 ",1/25/2018,198.83.239.215,Consumer Services,"$41,806.28 ",1 Packers Trail,85,12/27/2016,Dennis,48,2/11/2018,86.137.191.21,201.215.199.29
10/5/2018,$168.28 ,"$3,703.93 ",11/10/2018,5.04837E+15,"$80,225.77 ",3387 Bellgrove Hill,Fallview,1698,,38,,"$202,915.52 ",2/8/2022,115.69.116.37,Technology,"$49,405.25 ",77 Forest Run Way,34,8/9/2019,Nancy,4,4/19/2018,101.44.71.230,85.233.89.236
10/9/2022,"$2,750.90 ","$6,752.65 ",5/22/2020,5.04837E+15,"$15,866.12 ",2 Eastwood Alley,Vera,63,,35,,"$627,598.68 ",7/7/2021,96.21.195.31,Consumer Services,"$25,653.72 ",04 Lerdahl Place,69,8/18/2022,Thackeray,83,10/6/2021,165.62.47.4,126.207.209.71
9/6/2021,"$8,057.82 ","$6,397.51 ",12/19/2021,5.10876E+15,"$26,804.54 ",97869 Corscot Center,Graedel,1677,,3,,"$803,696.57 ",8/12/2022,114.234.21.5,Consumer Services,"$29,200.88 ",9 Dakota Way,46,12/6/2020,Everett,62,8/1/2021,142.119.18.186,82.145.253.34
6/16/2021,"$6,503.30 ","$3,832.05 ",6/14/2019,5.04838E+15,"$34,012.66 ",490 Killdeer Hill,Shopko,1665,,24,,"$737,196.69 ",9/25/2018,142.227.205.230,n/a,"$38,976.45 ",34 Esker Alley,50,7/27/2021,Comanche,51,10/20/2018,84.63.249.104,170.5.14.95
8/4/2020,"$8,910.34 ","$3,357.90 ",4/27/2021,5.10876E+15,"$3,227.02 ",12 Monument Hill,Barby,488,,37,,"$860,689.48 ",5/8/2019,59.5.218.100,Health Care,"$74,099.34 ",55 Manufacturers Plaza,90,7/9/2018,Del Mar,48,4/17/2019,38.105.68.103,214.53.190.63
6/13/2019,"$6,307.81 ","$9,321.38 ",8/4/2018,5.04838E+15,"$75,565.43 ",39604 Arrowood Point,Park Meadow,1593,,67,,"$800,216.15 ",2/28/2022,193.170.36.175,Finance,"$38,068.53 ",0 Cherokee Point,46,1/25/2020,Elka,20,7/10/2018,5.146.217.104,137.125.176.174
10/15/2021,"$5,259.09 ","$7,561.16 ",6/11/2018,5.10876E+15,"$3,235.20 ",35 Erie Plaza,Starling,323,,6,,"$334,559.93 ",7/6/2021,168.32.79.156,Finance,"$37,246.78 ",4 Bashford Lane,96,8/19/2019,Norway Maple,65,1/19/2019,171.186.188.34,71.33.150.213
12/6/2019,"$9,749.83 ","$1,548.63 ",8/12/2022,5.10875E+15,"$76,063.53 ",20352 Annamark Pass,Walton,678,,42,,"$333,811.35 ",11/30/2022,220.173.237.188,Consumer Services,"$43,691.12 ",2591 Killdeer Point,6,1/19/2019,Esker,59,8/13/2018,77.81.37.73,179.161.0.62
5/1/2017,"$5,456.81 ","$6,276.97 ",8/3/2018,5.10876E+15,"$3,799.19 ",4499 Porter Pass,Roxbury,87,,28,,"$534,545.06 ",8/14/2019,188.40.220.120,Finance,"$52,419.24 ",126 Morning Center,65,12/8/2019,Aberg,92,7/14/2019,204.131.151.27,139.213.181.234
2/14/2017,"$3,272.58 ",$855.39 ,3/13/2020,5.10876E+15,"$99,274.28 ",51588 Superior Center,Carberry,456,,49,,"$280,638.51 ",6/20/2022,95.53.130.193,n/a,"$92,442.98 ",36039 Thompson Point,37,6/24/2019,Park Meadow,51,8/31/2020,134.22.158.100,23.155.132.221
6/4/2017,$130.40 ,"$1,449.58 ",9/29/2018,5.10875E+15,"$33,817.47 ",292 Hazelcrest Plaza,Crescent Oaks,102,,8,,"$330,949.96 ",7/12/2018,43.166.66.243,Capital Goods,"$97,814.88 ",489 Russell Plaza,46,3/20/2020,Northport,5,1/22/2021,157.44.149.199,183.6.39.70
4/15/2019,"$8,592.81 ","$1,239.61 ",5/13/2020,5.10875E+15,"$44,353.34 ",4 Colorado Drive,Starling,479,,17,,"$182,625.51 ",10/29/2020,111.241.50.100,Consumer Services,"$36,031.42 ",02 Graceland Court,60,7/26/2020,Karstens,27,5/29/2020,181.87.174.218,98.145.120.32
5/20/2017,"$3,816.00 ","$4,161.74 ",11/11/2018,5.10875E+15,"$33,069.06 ",630 Killdeer Point,Grim,1421,,92,,"$381,952.41 ",7/24/2022,107.227.247.82,Basic Industries,"$57,802.40 ",37 Sunbrook Parkway,51,1/23/2016,Debra,44,11/5/2018,57.210.122.142,95.29.171.15
7/17/2018,"$3,989.25 ","$7,698.71 ",3/27/2018,5.04837E+15,"$56,081.92 ",5 Walton Circle,Declaration,1895,,17,,"$137,478.25 ",8/4/2021,181.175.194.182,Technology,"$50,694.93 ",194 Debs Point,7,10/26/2016,Cordelia,39,5/12/2021,67.236.231.194,136.55.240.128
11/25/2020,"$7,787.54 ","$6,027.44 ",3/25/2021,5.04837E+15,"$69,006.16 ",5033 Riverside Way,Meadow Vale,505,,55,,"$137,842.42 ",5/1/2020,231.148.85.0,Basic Industries,"$24,748.92 ",48 Atwood Park,38,6/22/2017,Algoma,4,2/14/2021,44.115.160.7,209.175.218.198
5/24/2022,"$3,356.75 ","$1,585.68 ",4/24/2018,5.04837E+15,"$64,045.26 ",031 Canary Trail,Reinke,382,,39,,"$581,727.16 ",1/25/2018,159.198.190.161,Capital Goods,"$8,390.05 ",857 Rutledge Alley,84,5/21/2017,3rd,12,11/25/2018,14.18.48.55,10.226.109.168
5/29/2022,$20.06 ,$271.83 ,8/25/2019,5.04837E+15,"$43,461.39 ",3 Morningstar Avenue,Anthes,38,,34,,"$962,491.96 ",2/8/2020,168.188.42.43,Health Care,"$97,733.50 ",7 Bultman Trail,88,8/8/2019,Del Sol,82,5/1/2018,2.154.10.144,41.155.155.117
10/19/2021,"$6,594.67 ","$1,382.92 ",11/9/2020,5.10876E+15,"$53,307.87 ",6 Summer Ridge Road,Union,1570,,59,,"$987,402.51 ",1/12/2020,79.102.199.131,Finance,"$26,349.37 ",3 Artisan Hill,84,12/22/2022,Nevada,45,8/9/2019,244.142.67.195,169.146.168.31
6/20/2019,"$2,456.05 ","$5,856.60 ",1/31/2022,5.04837E+15,"$44,808.89 ",87 Daystar Circle,Jana,1231,,9,,"$382,881.36 ",1/13/2018,155.70.53.47,Finance,"$35,156.80 ",009 Aberg Trail,59,9/2/2018,Bartelt,78,8/22/2020,34.237.11.202,9.202.181.20
